datetime,open,high,low,close,volume
2026-01-05 11:08:00,20971.5,20976.0,20964.25,20965.25,2330
2026-01-05 11:09:00,20965.25,20966.75,20957.25,20961.25,2237
2026-01-05 11:10:00,20961.25,20970.5,20956.5,20969.25,1189
2026-01-05 11:11:00,20969.25,20971.25,20964.0,20968.75,1505
2026-01-05 11:12:00,20968.75,20975.25,20964.25,20974.0,1071
2026-01-05 11:13:00,20974.0,20977.75,20967.75,20968.75,1338
2026-01-05 11:14:00,20968.75,20976.25,20961.25,20966.25,1063
2026-01-05 11:15:00,20966.25,20967.75,20957.5,20959.25,2332
2026-01-05 11:16:00,20959.25,20967.25,20945.0,20955.25,1483
2026-01-05 11:17:00,20955.25,20966.0,20948.25,20960.0,1207
2026-01-05 11:18:00,20960.0,20965.5,20946.25,20949.75,2001
2026-01-05 11:19:00,20949.75,20953.75,20947.5,20950.0,597
2026-01-05 11:20:00,20950.0,20954.75,20948.5,20951.75,630
2026-01-05 11:21:00,20951.75,20957.75,20948.25,20948.5,1686
2026-01-05 11:22:00,20948.5,20960.0,20936.75,20938.0,1323
2026-01-05 11:23:00,20938.0,20940.25,20932.0,20936.0,1375
2026-01-05 11:24:00,20936.0,20945.5,20929.5,20932.25,792
2026-01-05 11:25:00,20932.25,20934.5,20928.75,20932.75,1234
2026-01-05 11:26:00,20932.75,20935.25,20931.0,20933.25,2496
2026-01-05 11:27:00,20933.25,20945.5,20927.25,20943.75,1692
2026-01-05 11:28:00,20943.75,20950.75,20942.25,20944.75,1305
2026-01-05 11:29:00,20944.75,20946.0,20938.25,20938.5,1065
2026-01-05 11:30:00,20938.5,20939.0,20937.75,20938.25,1060
2026-01-05 11:31:00,20938.25,20940.0,20932.25,20939.75,577
2026-01-05 11:32:00,20939.75,20951.75,20937.25,20948.75,1353
2026-01-05 11:33:00,20948.75,20957.5,20941.0,20956.25,1649
2026-01-05 11:34:00,20956.25,20963.0,20955.5,20960.5,697
2026-01-05 11:35:00,20960.5,20973.25,20955.75,20970.75,972
2026-01-05 11:36:00,20970.75,20974.0,20965.75,20966.0,801
2026-01-05 11:37:00,20966.0,20972.0,20957.0,20961.0,854
2026-01-05 11:38:00,20961.0,20964.5,20951.25,20954.0,1221
2026-01-05 11:39:00,20954.0,20957.25,20948.5,20950.0,571
2026-01-05 11:40:00,20950.0,20954.75,20938.5,20940.5,1484
2026-01-05 11:41:00,20940.5,20943.0,20938.25,20942.25,1519
2026-01-05 11:42:00,20942.25,20947.25,20937.75,20941.25,1062
2026-01-05 11:43:00,20941.25,20943.0,20928.0,20932.25,495
2026-01-05 11:44:00,20932.25,20937.5,20918.75,20924.0,828
2026-01-05 11:45:00,20924.0,20924.5,20922.0,20924.0,1759
2026-01-05 11:46:00,20924.0,20929.75,20919.0,20929.0,436
2026-01-05 11:47:00,20929.0,20947.75,20922.25,20942.0,1041
2026-01-05 11:48:00,20942.0,20964.0,20941.0,20962.75,791
2026-01-05 11:49:00,20962.75,20973.75,20959.75,20970.25,1523
2026-01-05 11:50:00,20970.25,20972.0,20966.25,20966.5,894
2026-01-05 11:51:00,20966.5,20968.25,20951.25,20953.25,1334
2026-01-05 11:52:00,20953.25,20958.75,20951.0,20951.5,1361
2026-01-05 11:53:00,20951.5,20953.75,20940.0,20946.5,2135
2026-01-05 11:54:00,20946.5,20948.25,20942.25,20942.75,1037
2026-01-05 11:55:00,20942.75,20946.75,20937.0,20938.5,1268
2026-01-05 11:56:00,20938.5,20946.75,20936.0,20936.75,654
2026-01-05 11:57:00,20936.75,20945.0,20936.5,20942.5,1680
2026-01-05 11:58:00,20942.5,20950.5,20942.25,20944.75,838
2026-01-05 11:59:00,20944.75,20947.5,20943.0,20944.5,889
2026-01-05 12:00:00,20944.5,20945.5,20934.75,20938.75,1087
2026-01-05 12:01:00,20938.75,20939.25,20922.25,20928.0,640
2026-01-05 12:02:00,20928.0,20928.75,20921.5,20922.5,1177
2026-01-05 12:03:00,20922.5,20923.0,20919.0,20921.0,1502
2026-01-05 12:04:00,20921.0,20931.25,20917.25,20930.5,1209
2026-01-05 12:05:00,20930.5,20937.0,20930.25,20933.75,612
2026-01-05 12:06:00,20933.75,20942.25,20930.5,20940.0,1028
2026-01-05 12:07:00,20940.0,20942.25,20936.0,20939.0,1367
2026-01-05 12:08:00,20939.0,20940.25,20931.5,20932.25,553
2026-01-05 12:09:00,20932.25,20934.0,20922.5,20925.25,730
2026-01-05 12:10:00,20925.25,20926.25,20918.0,20919.75,1437
2026-01-05 12:11:00,20919.75,20936.5,20915.75,20930.0,1173
2026-01-05 12:12:00,20930.0,20930.25,20927.25,20928.0,1200
2026-01-05 12:13:00,20928.0,20933.25,20927.0,20932.25,1998
2026-01-05 12:14:00,20932.25,20934.75,20927.5,20928.5,1223
2026-01-05 12:15:00,20928.5,20936.0,20919.0,20932.75,1304
2026-01-05 12:16:00,20932.75,20939.75,20931.5,20935.75,2659
2026-01-05 12:17:00,20935.75,20938.75,20924.25,20935.75,944
2026-01-05 12:18:00,20935.75,20936.0,20930.25,20935.75,767
2026-01-05 12:19:00,20935.75,20936.75,20930.75,20932.25,1186
2026-01-05 12:20:00,20932.25,20934.0,20930.75,20933.75,1181
2026-01-05 12:21:00,20933.75,20936.25,20928.25,20932.0,840
2026-01-05 12:22:00,20932.0,20934.75,20922.75,20925.0,712
2026-01-05 12:23:00,20925.0,20927.5,20912.5,20916.75,2297
2026-01-05 12:24:00,20916.75,20917.25,20914.25,20915.75,1121
2026-01-05 12:25:00,20915.75,20925.75,20908.75,20923.75,787
2026-01-05 12:26:00,20923.75,20928.25,20923.75,20926.5,1377
2026-01-05 12:27:00,20926.5,20927.25,20925.25,20926.75,952
2026-01-05 12:28:00,20926.75,20932.75,20921.75,20928.25,907
2026-01-05 12:29:00,20928.25,20935.75,20928.0,20935.5,1223
2026-01-05 12:30:00,20935.5,20939.25,20932.5,20938.5,630
2026-01-05 12:31:00,20938.5,20941.25,20937.0,20937.25,1112
2026-01-05 12:32:00,20937.25,20943.25,20937.25,20942.75,1939
2026-01-05 12:33:00,20942.75,20950.75,20938.5,20946.25,1160
2026-01-05 12:34:00,20946.25,20959.25,20945.5,20955.0,874
2026-01-05 12:35:00,20955.0,20962.25,20952.75,20958.25,821
2026-01-05 12:36:00,20958.25,20959.0,20950.25,20953.0,852
2026-01-05 12:37:00,20953.0,20954.0,20944.75,20944.75,906
2026-01-05 12:38:00,20944.75,20958.5,20944.0,20951.25,862
2026-01-05 12:39:00,20951.25,20965.0,20950.75,20961.5,1369
2026-01-05 12:40:00,20961.5,20964.25,20960.75,20963.25,528
2026-01-05 12:41:00,20963.25,20966.5,20960.0,20962.0,1306
2026-01-05 12:42:00,20962.0,20971.0,20958.75,20969.0,858
2026-01-05 12:43:00,20969.0,20975.0,20962.0,20965.25,1107
2026-01-05 12:44:00,20965.25,20968.75,20956.5,20959.75,657
2026-01-05 12:45:00,20959.75,20964.25,20958.5,20961.75,1537
2026-01-05 12:46:00,20961.75,20962.5,20956.25,20960.5,1491
2026-01-05 12:47:00,20960.5,20965.25,20958.75,20960.0,1346
2026-01-05 12:48:00,20960.0,20963.75,20958.0,20959.25,567
2026-01-05 12:49:00,20959.25,20961.5,20954.75,20960.75,1294
2026-01-05 12:50:00,20960.75,20974.0,20960.25,20968.5,1136
2026-01-05 12:51:00,20968.5,20976.0,20966.25,20970.75,554
2026-01-05 12:52:00,20970.75,20978.75,20969.75,20974.75,970
2026-01-05 12:53:00,20974.75,20976.0,20963.5,20965.5,1131
2026-01-05 12:54:00,20965.5,20967.0,20958.75,20963.0,1188
2026-01-05 12:55:00,20963.0,20965.5,20957.0,20958.0,1050
2026-01-05 12:56:00,20958.0,20958.75,20949.75,20950.75,1102
2026-01-05 12:57:00,20950.75,20956.25,20943.0,20944.5,1666
2026-01-05 12:58:00,20944.5,20946.0,20938.5,20941.25,1518
2026-01-05 12:59:00,20941.25,20947.0,20936.75,20945.25,364
2026-01-05 13:00:00,20945.25,20949.25,20934.0,20939.5,895
2026-01-05 13:01:00,20939.5,20941.5,20934.25,20938.25,934
2026-01-05 13:02:00,20938.25,20940.25,20935.25,20935.5,539
2026-01-05 13:03:00,20935.5,20937.25,20932.0,20933.25,1031
2026-01-05 13:04:00,20933.25,20940.25,20930.75,20938.0,1560
2026-01-05 13:05:00,20938.0,20943.5,20937.5,20942.0,689
2026-01-05 13:06:00,20942.0,20955.25,20941.5,20950.0,1150
2026-01-05 13:07:00,20950.0,20953.0,20947.5,20951.25,730
2026-01-05 13:08:00,20951.25,20954.5,20948.0,20948.0,802
2026-01-05 13:09:00,20948.0,20948.75,20943.75,20946.25,1700
2026-01-05 13:10:00,20946.25,20951.5,20944.75,20947.0,838
2026-01-05 13:11:00,20947.0,20949.75,20945.0,20948.25,1196
2026-01-05 13:12:00,20948.25,20950.75,20942.75,20942.75,536
2026-01-05 13:13:00,20942.75,20947.0,20941.0,20942.0,1962
2026-01-05 13:14:00,20942.0,20945.5,20940.0,20943.25,1268
2026-01-05 13:15:00,20943.25,20957.75,20942.0,20957.0,1001
2026-01-05 13:16:00,20957.0,20972.75,20954.5,20970.75,1309
2026-01-05 13:17:00,20970.75,20975.5,20968.25,20969.5,633
2026-01-05 13:18:00,20969.5,20971.0,20963.75,20967.75,1576
2026-01-05 13:19:00,20967.75,20968.0,20954.75,20959.5,951
2026-01-05 13:20:00,20959.5,20960.25,20952.5,20954.25,986
2026-01-05 13:21:00,20954.25,20956.75,20948.75,20954.75,883
2026-01-05 13:22:00,20954.75,20963.25,20951.25,20961.5,874
2026-01-05 13:23:00,20961.5,20963.25,20956.0,20959.25,1354
2026-01-05 13:24:00,20959.25,20960.75,20955.0,20955.25,1171
2026-01-05 13:25:00,20955.25,20959.75,20941.5,20942.25,1384
2026-01-05 13:26:00,20942.25,20945.75,20937.0,20938.25,1075
2026-01-05 13:27:00,20938.25,20946.25,20929.25,20931.25,1306
2026-01-05 13:28:00,20931.25,20936.75,20925.5,20926.75,940
2026-01-05 13:29:00,20926.75,20935.25,20919.5,20920.75,2393
2026-01-05 13:30:00,20920.75,20922.0,20917.25,20918.75,628
2026-01-05 13:31:00,20918.75,20925.25,20906.25,20908.25,1739
2026-01-05 13:32:00,20908.25,20909.5,20890.25,20897.5,1814
2026-01-05 13:33:00,20897.5,20908.0,20896.25,20907.0,834
2026-01-05 13:34:00,20907.0,20907.5,20894.5,20902.0,2431
2026-01-05 13:35:00,20902.0,20905.75,20894.5,20894.5,1596
2026-01-05 13:36:00,20894.5,20905.5,20894.5,20903.25,1594
2026-01-05 13:37:00,20903.25,20924.25,20899.75,20922.5,1184
2026-01-05 13:38:00,20922.5,20927.75,20916.5,20920.5,1039
2026-01-05 13:39:00,20920.5,20923.0,20917.25,20918.0,1048
2026-01-05 13:40:00,20918.0,20926.75,20916.25,20919.5,1294
2026-01-05 13:41:00,20919.5,20930.75,20917.75,20930.0,1900
2026-01-05 13:42:00,20930.0,20931.25,20925.0,20927.0,1218
2026-01-05 13:43:00,20927.0,20927.5,20924.75,20924.75,832
2026-01-05 13:44:00,20924.75,20931.25,20921.25,20929.0,1543
2026-01-05 13:45:00,20929.0,20939.0,20927.0,20932.75,1600
2026-01-05 13:46:00,20932.75,20933.25,20928.5,20931.5,1453
2026-01-05 13:47:00,20931.5,20932.75,20928.0,20930.25,1506
2026-01-05 13:48:00,20930.25,20937.0,20918.25,20921.75,1082
2026-01-05 13:49:00,20921.75,20922.5,20914.75,20918.25,851
2026-01-05 13:50:00,20918.25,20924.5,20913.25,20915.75,870
2026-01-05 13:51:00,20915.75,20920.75,20915.5,20916.75,665
2026-01-05 13:52:00,20916.75,20919.0,20910.75,20913.75,1294
2026-01-05 13:53:00,20913.75,20917.0,20910.5,20915.75,1158
2026-01-05 13:54:00,20915.75,20926.0,20913.75,20922.75,1041
2026-01-05 13:55:00,20922.75,20926.25,20920.75,20925.5,428
2026-01-05 13:56:00,20925.5,20933.0,20922.0,20928.5,782
2026-01-05 13:57:00,20928.5,20931.0,20927.0,20929.75,1790
2026-01-05 13:58:00,20929.75,20936.5,20925.0,20930.0,960
2026-01-05 13:59:00,20930.0,20930.0,20924.75,20925.5,1397
2026-01-05 14:00:00,20925.5,20930.0,20925.25,20926.5,752
2026-01-05 14:01:00,20926.5,20928.0,20917.0,20926.25,2030
2026-01-05 14:02:00,20926.25,20940.0,20921.0,20939.75,1216
2026-01-05 14:03:00,20939.75,20960.0,20934.0,20953.5,1422
2026-01-05 14:04:00,20953.5,20965.75,20952.75,20959.5,2851
2026-01-05 14:05:00,20959.5,20961.25,20954.5,20956.0,2141
2026-01-05 14:06:00,20956.0,20958.0,20947.5,20948.0,1151
2026-01-05 14:07:00,20948.0,20964.0,20946.25,20953.75,1039
2026-01-05 14:08:00,20953.75,20960.25,20953.25,20957.0,1138
2026-01-05 14:09:00,20957.0,20962.25,20951.25,20961.25,1535
2026-01-05 14:10:00,20961.25,20964.0,20948.75,20950.75,1265
2026-01-05 14:11:00,20950.75,20959.5,20946.0,20954.25,1126
2026-01-05 14:12:00,20954.25,20961.75,20951.75,20958.25,2173
2026-01-05 14:13:00,20958.25,20959.75,20951.75,20952.0,1263
2026-01-05 14:14:00,20952.0,20961.75,20942.75,20947.25,2940
2026-01-05 14:15:00,20947.25,20949.5,20945.25,20948.0,1347
2026-01-05 14:16:00,20948.0,20950.0,20942.0,20948.5,2448
2026-01-05 14:17:00,20948.5,20949.25,20946.5,20946.75,1496
2026-01-05 14:18:00,20946.75,20950.0,20944.75,20945.5,1854
2026-01-05 14:19:00,20945.5,20948.25,20939.0,20943.75,1034
2026-01-05 14:20:00,20943.75,20949.5,20942.75,20944.25,989
2026-01-05 14:21:00,20944.25,20957.0,20937.5,20954.75,1618
2026-01-05 14:22:00,20954.75,20956.75,20935.75,20939.5,1982
2026-01-05 14:23:00,20939.5,20941.5,20933.0,20934.0,1389
2026-01-05 14:24:00,20934.0,20937.5,20928.5,20934.0,863
2026-01-05 14:25:00,20934.0,20942.5,20922.0,20936.25,850
2026-01-05 14:26:00,20936.25,20938.25,20931.75,20934.25,834
2026-01-05 14:27:00,20934.25,20936.0,20915.0,20921.0,767
2026-01-05 14:28:00,20921.0,20922.5,20919.25,20920.25,1436
2026-01-05 14:29:00,20920.25,20933.75,20919.5,20932.75,2126
2026-01-05 14:30:00,20932.75,20936.75,20922.75,20924.75,1416
2026-01-05 14:31:00,20924.75,20939.0,20924.5,20929.0,641
2026-01-05 14:32:00,20929.0,20932.75,20927.25,20927.75,1317
2026-01-05 14:33:00,20927.75,20931.25,20925.25,20927.0,1334
2026-01-05 14:34:00,20927.0,20937.5,20913.0,20919.25,3016
2026-01-05 14:35:00,20919.25,20923.5,20908.0,20914.75,864
2026-01-05 14:36:00,20914.75,20927.75,20912.0,20923.5,1277
2026-01-05 14:37:00,20923.5,20931.0,20922.25,20930.25,2656
2026-01-05 14:38:00,20930.25,20950.0,20927.5,20945.0,1758
2026-01-05 14:39:00,20945.0,20958.75,20945.0,20957.75,1827
2026-01-05 14:40:00,20957.75,20969.0,20954.0,20964.25,1542
2026-01-05 14:41:00,20964.25,20979.5,20963.5,20979.25,1710
2026-01-05 14:42:00,20979.25,20991.5,20976.25,20986.5,1965
2026-01-05 14:43:00,20986.5,20999.25,20980.75,20994.75,1136
2026-01-05 14:44:00,20994.75,20999.0,20987.25,20994.75,2013
2026-01-05 14:45:00,20994.75,20997.75,20992.25,20995.25,920
2026-01-05 14:46:00,20995.25,20996.25,20985.5,20990.0,1700
2026-01-05 14:47:00,20990.0,20999.5,20984.0,20996.5,1626
2026-01-05 14:48:00,20996.5,20996.5,20983.5,20989.0,1240
2026-01-05 14:49:00,20989.0,20996.5,20986.0,20993.25,1519
2026-01-05 14:50:00,20993.25,20998.25,20990.0,20993.0,1223
2026-01-05 14:51:00,20993.0,21002.25,20990.5,21002.25,1077
2026-01-05 14:52:00,21002.25,21011.75,20997.0,21010.75,1387
2026-01-05 14:53:00,21010.75,21033.5,21007.25,21027.75,1096
2026-01-05 14:54:00,21027.75,21045.5,21021.0,21038.0,1782
2026-01-05 14:55:00,21038.0,21041.25,21023.75,21027.75,1068
2026-01-05 14:56:00,21027.75,21029.5,21018.25,21024.75,2019
2026-01-05 14:57:00,21024.75,21029.75,21010.25,21014.25,1067
2026-01-05 14:58:00,21014.25,21014.75,21000.25,21007.5,1316
2026-01-05 14:59:00,21007.5,21024.0,21006.25,21018.5,1310
2026-01-05 15:00:00,21018.5,21038.0,21012.75,21026.5,2583
2026-01-05 15:01:00,21026.5,21034.25,21021.75,21022.75,1809
2026-01-05 15:02:00,21022.75,21027.5,21013.0,21013.5,1527
2026-01-05 15:03:00,21013.5,21020.75,21011.0,21011.5,1926
2026-01-05 15:04:00,21011.5,21013.0,20995.0,21000.75,796
2026-01-05 15:05:00,21000.75,21004.75,20990.5,20992.5,1636
2026-01-05 15:06:00,20992.5,20999.0,20990.5,20993.0,3286
2026-01-05 15:07:00,20993.0,21009.0,20988.0,21003.25,1764
2026-01-05 15:08:00,21003.25,21013.5,21000.75,21011.0,1721
2026-01-05 15:09:00,21011.0,21011.5,20993.25,20993.25,2102
2026-01-05 15:10:00,20993.25,20996.0,20987.5,20991.5,2280
2026-01-05 15:11:00,20991.5,20992.75,20990.25,20991.75,828
2026-01-05 15:12:00,20991.75,20997.0,20990.75,20995.5,938
2026-01-05 15:13:00,20995.5,21011.75,20994.25,21010.75,1887
2026-01-05 15:14:00,21010.75,21015.0,20987.0,20996.5,1368
2026-01-05 15:15:00,20996.5,21000.75,20987.25,20987.75,2750
2026-01-05 15:16:00,20987.75,20999.5,20986.25,20990.75,1538
2026-01-05 15:17:00,20990.75,21003.0,20966.25,20977.5,901
2026-01-05 15:18:00,20977.5,20993.0,20972.75,20987.5,1133
2026-01-05 15:19:00,20987.5,21000.0,20986.0,20993.5,669
2026-01-05 15:20:00,20993.5,21008.25,20989.75,21002.75,1637
2026-01-05 15:21:00,21002.75,21013.0,20992.25,20999.75,1641
2026-01-05 15:22:00,20999.75,21007.25,20999.0,21006.75,1535
2026-01-05 15:23:00,21006.75,21023.5,20999.5,21018.25,2644
2026-01-05 15:24:00,21018.25,21033.5,21018.0,21023.5,2719
2026-01-05 15:25:00,21023.5,21029.75,21023.25,21027.0,1683
2026-01-05 15:26:00,21027.0,21032.5,21026.5,21030.5,850
2026-01-05 15:27:00,21030.5,21035.5,21023.25,21023.25,2260
2026-01-05 15:28:00,21023.25,21023.5,21010.5,21020.25,2196
2026-01-05 15:29:00,21020.25,21022.0,21005.0,21018.0,2018
2026-01-05 15:30:00,21018.0,21027.0,21006.75,21021.25,2571
2026-01-05 15:31:00,21021.25,21043.5,21018.25,21031.75,1243
2026-01-05 15:32:00,21031.75,21042.0,21024.0,21024.25,3761
2026-01-05 15:33:00,21024.25,21030.75,21017.25,21021.25,1319
2026-01-05 15:34:00,21021.25,21040.25,21018.5,21034.75,2482
2026-01-05 15:35:00,21034.75,21039.75,21028.75,21031.0,1033
2026-01-05 15:36:00,21031.0,21034.75,21016.25,21022.25,1372
2026-01-05 15:37:00,21022.25,21024.75,21016.0,21022.0,3167
2026-01-05 15:38:00,21022.0,21037.75,21021.0,21030.5,1747
2026-01-05 15:39:00,21030.5,21036.5,21024.75,21032.75,2535
2026-01-05 15:40:00,21032.75,21051.0,21031.0,21046.5,2129
2026-01-05 15:41:00,21046.5,21062.25,21043.0,21058.5,1888
2026-01-05 15:42:00,21058.5,21072.0,21054.25,21070.0,3165
2026-01-05 15:43:00,21070.0,21089.25,21069.5,21078.5,1800
2026-01-05 15:44:00,21078.5,21104.75,21078.5,21104.25,1103
2026-01-05 15:45:00,21104.25,21112.25,21095.25,21108.75,1471
2026-01-05 15:46:00,21108.75,21116.5,21074.5,21089.5,2473
2026-01-05 15:47:00,21089.5,21111.5,21080.75,21101.25,2304
2026-01-05 15:48:00,21101.25,21111.75,21092.25,21099.5,1132
2026-01-05 15:49:00,21099.5,21108.75,21097.25,21100.25,1522
2026-01-05 15:50:00,21100.25,21115.75,21098.75,21114.0,1666
2026-01-05 15:51:00,21114.0,21122.5,21091.5,21101.0,1801
2026-01-05 15:52:00,21101.0,21101.0,21078.5,21084.5,1281
2026-01-05 15:53:00,21084.5,21086.0,21058.5,21063.75,1692
2026-01-05 15:54:00,21063.75,21070.75,21034.75,21050.25,1608
2026-01-05 15:55:00,21050.25,21054.25,21039.0,21051.75,2639
2026-01-05 15:56:00,21051.75,21058.0,21049.0,21057.75,2720
2026-01-05 15:57:00,21057.75,21070.5,21055.25,21062.25,1947
2026-01-05 15:58:00,21062.25,21062.5,21041.0,21048.25,1841
2026-01-05 15:59:00,21048.25,21048.75,21007.75,21020.0,2314
